"type";"vocalizations";"dB_threshold";"sleep_type";"model";"model_type";"nobs";"nmales";"nvisits";"round_digits";"Intercept";"Estimate±SE";"z-value";"P-value"
"after";"both";-38;0;"comparisons";"gaussian";165;29;55;2;"0.67";"-1.37±0.47";"-2.94";"0.003"
"after";"both";-40;0;"comparisons";"gaussian";165;29;55;2;"0.93";"-1.05±0.45";"-2.34";"0.02"
"after";"calls";-30;0;"comparisons";"zero-inflated poisson";165;29;55;2;"-0.48";"0.01±0.12";"0.09";"0.93"
"after";"calls";-32;0;"comparisons";"zero-inflated poisson";165;29;55;2;"0.11";"-0.16±0.10";"-1.57";"0.12"
"after";"calls";-34;0;"comparisons";"zero-inflated poisson";165;29;55;2;"0.40";"-0.35±0.09";"-3.88";"<0.001"
"after";"calls";-36;0;"comparisons";"zero-inflated poisson";165;29;55;2;"0.57";"-0.58±0.08";"-6.93";"<0.001"
"after";"calls";-38;0;"comparisons";"zero-inflated poisson";165;29;55;2;"1.07";"-0.61±0.08";"-7.81";"<0.001"
"after";"calls";-40;0;"comparisons";"zero-inflated poisson";165;29;55;2;"1.29";"-0.65±0.07";"-9.05";"<0.001"
"after";"calls";-30;0;"comparisons";"poisson";52;22;30;2;"1.76";"0.03±0.12";"0.29";"0.78"
"after";"calls";-32;0;"comparisons";"poisson";62;23;34;2;"1.84";"-0.14±0.10";"-1.42";"0.16"
"after";"calls";-34;0;"comparisons";"poisson";72;24;38;2;"1.86";"-0.33±0.09";"-3.67";"<0.001"
"after";"calls";-36;0;"comparisons";"poisson";77;24;38;2;"2.01";"-0.54±0.08";"-6.58";"<0.001"
"after";"calls";-38;0;"comparisons";"poisson";86;25;44;2;"1.97";"-0.58±0.08";"-7.51";"<0.001"
"after";"calls";-40;0;"comparisons";"poisson";95;26;47;2;"2.00";"-0.62±0.07";"-8.78";"<0.001"
"after";"calls";-30;0;"comparisons";"binomial";165;29;55;2;"-0.63";"-1.26±0.56";"-2.23";"0.03"
"after";"calls";-32;0;"comparisons";"binomial";165;29;55;2;"-0.21";"-0.97±0.51";"-1.90";"0.06"
"after";"calls";-34;0;"comparisons";"binomial";165;29;55;2;"0.19";"-1.02±0.50";"-2.05";"0.04"
"after";"calls";-36;0;"comparisons";"binomial";165;29;55;2;"0.49";"-1.21±0.55";"-2.20";"0.03"
"after";"calls";-38;0;"comparisons";"binomial";165;29;55;2;"0.85";"-1.12±0.50";"-2.25";"0.02"
"after";"calls";-40;0;"comparisons";"binomial";165;29;55;2;"0.81";"-0.64±0.47";"-1.37";"0.17"
"after";"calls";-30;0;"comparisons";"gaussian";165;29;55;2;"-2.03";"-1.04±0.41";"-2.51";"0.01"
"after";"calls";-32;0;"comparisons";"gaussian";165;29;55;2;"-1.60";"-1.05±0.44";"-2.38";"0.02"
"after";"calls";-34;0;"comparisons";"gaussian";165;29;55;2;"-1.16";"-1.24±0.45";"-2.77";"0.006"
"after";"calls";-36;0;"comparisons";"gaussian";165;29;55;2;"-0.92";"-1.21±0.42";"-2.89";"0.004"
"after";"calls";-38;0;"comparisons";"gaussian";165;29;55;2;"-0.47";"-1.29±0.45";"-2.87";"0.004"
"after";"calls";-40;0;"comparisons";"gaussian";165;29;55;2;"-0.37";"-0.91±0.45";"-2.00";"0.05"
"after";"song";-30;0;"comparisons";"zero-inflated poisson";165;29;55;2;"-0.18";"-0.86±0.12";"-7.00";"<0.001"
"after";"song";-32;0;"comparisons";"zero-inflated poisson";165;29;55;2;"0.23";"-0.90±0.11";"-8.34";"<0.001"
"after";"song";-34;0;"comparisons";"zero-inflated poisson";165;29;55;2;"0.59";"-0.76±0.09";"-8.45";"<0.001"
"after";"song";-36;0;"comparisons";"zero-inflated poisson";165;29;55;2;"1.05";"-0.68±0.08";"-9.02";"<0.001"
"after";"song";-38;0;"comparisons";"zero-inflated poisson";165;29;55;2;"1.54";"-0.66±0.06";"-10.55";"<0.001"
"after";"song";-40;0;"comparisons";"zero-inflated poisson";165;29;55;2;"1.72";"-0.60±0.06";"-10.89";"<0.001"
"after";"song";-30;0;"comparisons";"poisson";51;21;31;2;"1.89";"-0.84±0.13";"-6.54";"<0.001"
"after";"song";-32;0;"comparisons";"poisson";58;23;34;2;"2.01";"-0.88±0.11";"-8.18";"<0.001"
"after";"song";-34;0;"comparisons";"poisson";66;23;36;2;"2.21";"-0.75±0.09";"-8.36";"<0.001"
"after";"song";-36;0;"comparisons";"poisson";77;25;40;2;"2.31";"-0.68±0.07";"-9.02";"<0.001"
"after";"song";-38;0;"comparisons";"poisson";88;25;43;2;"2.47";"-0.65±0.06";"-10.52";"<0.001"
"after";"song";-40;0;"comparisons";"poisson";100;27;45;2;"2.56";"-0.60±0.05";"-11.00";"<0.001"
"after";"song";-30;0;"comparisons";"binomial";165;29;55;2;"-0.49";"-1.26±0.54";"-2.35";"0.02"
"after";"song";-32;0;"comparisons";"binomial";165;29;55;2;"-0.35";"-1.01±0.50";"-2.04";"0.04"
"after";"song";-34;0;"comparisons";"binomial";165;29;55;2;"-0.16";"-0.80±0.49";"-1.63";"0.10"
"after";"song";-36;0;"comparisons";"binomial";165;29;55;2;"0.07";"-0.69±0.49";"-1.41";"0.16"
"after";"song";-38;0;"comparisons";"binomial";165;29;55;2;"0.41";"-0.57±0.49";"-1.18";"0.24"
"after";"song";-40;0;"comparisons";"binomial";165;29;55;2;"0.93";"-0.74±0.51";"-1.46";"0.14"
"after";"song";-30;0;"comparisons";"gaussian";165;29;55;2;"-1.98";"-1.22±0.43";"-2.82";"0.005"
"after";"song";-32;0;"comparisons";"gaussian";165;29;55;2;"-1.72";"-1.23±0.46";"-2.67";"0.008"
"after";"song";-34;0;"comparisons";"gaussian";165;29;55;2;"-1.38";"-1.13±0.47";"-2.39";"0.02"
"after";"song";-36;0;"comparisons";"gaussian";165;29;55;2;"-1.05";"-1.07±0.49";"-2.21";"0.03"
"after";"song";-38;0;"comparisons";"gaussian";165;29;55;2;"-0.67";"-0.92±0.49";"-1.86";"0.06"
"after";"song";-40;0;"comparisons";"gaussian";165;29;55;2;"-0.21";"-0.92±0.47";"-1.94";"0.05"
