"box","ID","transp","in_","out_","in_duration","out_duration","in_r_pk","out_r_pk","direction_detail","direction","type","time_inside_min","sex","IDmale","firstEgg","date_","rel_day","sleep","start","end","counter","sound_data","channel"
"85",125,"B4H0150","0A2213A801AF0001",2019-04-13 19:28:05,2019-04-14 06:41:35,2.101,2.486,302433,302490,"O/I|I/o","IN-OUT","v2",673.541433334351,2,"B4X1240",2019-04-09,2019-04-14,5,1,2019-04-14 06:11:37,2019-04-14 07:11:37,11,1,"1"
"86",125,"B4H0150","0A2213A801AF0001",2019-04-14 07:43:52,2019-04-14 07:51:38,1.263,1.223,302621,302758,"O/I|I/O","IN-OUT","v2",7.78705000082652,2,"B4X1240",2019-04-09,2019-04-14,5,0,2019-04-14 07:36:04,2019-04-14 07:59:26,12,1,"1"
"87",125,"B4H0150","0A2213A801AF0001",2019-04-14 11:06:04,2019-04-14 11:08:02,1.434,2.257,303071,303171,"O/I|I/o","IN-OUT","v2",2.00428333282471,2,"B4X1240",2019-04-09,2019-04-14,5,0,2019-04-14 11:04:03,2019-04-14 11:10:04,13,1,"1"
"88",129,"B4P9373","EFD0000000008001",2019-04-20 19:52:45,2019-04-21 06:01:07,2.484,2.885,2520375,2520405,"o/i|I/O","IN-OUT","v2",608.414749999841,2,"B4H0176",2019-04-21,2019-04-21,0,1,2019-04-21 05:31:09,2019-04-21 06:31:09,117,1,"1"
"89",129,"B4P9373","EFD0000000008001",2019-04-21 06:28:45,2019-04-21 06:44:46,0.641,2.557,2520474,2520575,"O/I|i/o","IN-OUT","v2",16.05928333203,2,"B4H0176",2019-04-21,2019-04-21,0,0,2019-04-21 06:12:41,2019-04-21 07:00:52,118,1,"1"
"90",136,"B4P1849","A9D0000000008001",2019-04-21 20:08:02,2019-04-22 06:28:48,1.292,1.882,647528,647543,"O/i|I/o","IN-OUT","v2",620.798033332825,2,"B4P8598",2019-04-20,2019-04-22,2,1,2019-04-22 05:58:49,2019-04-22 06:58:49,34,1,"1"
"91",136,"B4P1849","A9D0000000008001",2019-04-22 07:45:29,2019-04-22 07:58:10,1.61,3.504,647548,647555,"O/I|I/O","IN-OUT","v2",12.741733332475,2,"B4P8598",2019-04-20,2019-04-22,2,0,2019-04-22 07:32:44,2019-04-22 08:10:58,35,1,"1"
"92",136,"B4P1849","A9D0000000008001",2019-04-22 14:57:33,2019-04-22 15:01:01,2.793,2.328,647856,647935,"O/i|I/O","IN-OUT","v2",3.50546666781108,2,"B4P8598",2019-04-20,2019-04-22,2,0,2019-04-22 14:54:02,2019-04-22 15:04:33,36,1,"1"
"93",136,"B4P1849","A9D0000000008001",2019-04-23 19:43:45,2019-04-24 06:23:46,1.733,1.239,648456,648461,"O/I|I/O","IN-OUT","v2",640.037316668034,2,"B4P8598",2019-04-20,2019-04-24,4,1,2019-04-24 05:53:47,2019-04-24 06:53:47,37,1,"1"
"94",136,"B4P1849","A9D0000000008001",2019-04-24 15:44:19,2019-04-24 15:51:55,1.232,2.924,648700,648717,"O/i|I/o","IN-OUT","v2",7.64873333374659,2,"B4P8598",2019-04-20,2019-04-24,4,0,2019-04-24 15:36:40,2019-04-24 15:59:36,38,1,"1"
"95",158,"B4P8229","EB2213A801AF0001",2019-04-10 19:23:05,2019-04-11 06:38:20,1.883,4.402,184078,184110,"?/I|I/o","IN-OUT","v2",675.32336666584,2,"B4X1267",2019-04-13,2019-04-11,-2,1,2019-04-11 06:08:24,2019-04-11 07:08:24,58,1,"1"
"96",158,"B4P8229","EB2213A801AF0001",2019-04-11 08:33:49,2019-04-11 08:39:22,8.395,1.06,184154,184169,"I/i|I/o","IN-OUT","v2",5.56766666571299,2,"B4X1267",2019-04-13,2019-04-11,-2,0,2019-04-11 08:28:14,2019-04-11 08:44:57,59,1,"1"
"97",172,"B4X1861","22D0000000008001",2019-04-12 19:49:24,2019-04-13 06:21:05,1.558,3.888,4663201,4663208,"O/i|I/o","IN-OUT","v2",631.748133333524,2,"B4H0158",2019-04-16,2019-04-13,-3,1,2019-04-13 05:51:08,2019-04-13 06:51:08,328,1,"0"
"98",172,"B4X1861","22D0000000008001",2019-04-13 09:48:01,2019-04-13 09:53:24,0.967,3.281,4663354,4663361,"O/i|I/o","IN-OUT","v2",5.43801666498184,2,"B4H0158",2019-04-16,2019-04-13,-3,0,2019-04-13 09:42:34,2019-04-13 09:58:53,329,1,"0"
"99",172,"B4X1861","22D0000000008001",2019-04-14 19:13:45,2019-04-15 10:01:20,0.862,2.644,4663881,4664427,"O/i|I/?","IN-OUT","v2",887.62740000089,2,"B4H0158",2019-04-16,2019-04-15,-1,1,2019-04-15 09:31:22,2019-04-15 10:31:22,330,1,"0"
"100",172,"B4X1861","22D0000000008001",2019-04-15 11:39:29,2019-04-15 11:57:18,2.605,2.231,4664467,4664703,"O/I|I/o","IN-OUT","v2",17.8538499991099,2,"B4H0158",2019-04-16,2019-04-15,-1,0,2019-04-15 11:21:37,2019-04-15 12:15:11,331,1,"0"
"101",174,"B4X1865","6FD0000000008001",2019-04-16 20:06:27,2019-04-17 06:13:21,1.185,6.297,645916,645953,"O/I|I/o","IN-OUT","v2",607.004949998856,2,"B4X8890",2019-04-19,2019-04-17,-2,1,2019-04-17 05:43:27,2019-04-17 06:43:27,364,1,"0"
"102",174,"B4X1865","6FD0000000008001",2019-04-17 07:30:37,2019-04-17 07:33:14,1.126,2.259,645964,645986,"O/i|I/O","IN-OUT","v2",2.65431666771571,2,"B4X8890",2019-04-19,2019-04-17,-2,0,2019-04-17 07:27:57,2019-04-17 07:35:55,365,1,"0"
"103",174,"B4X1865","6FD0000000008001",2019-04-18 19:51:57,2019-04-19 06:03:33,1.185,3.06,648701,648745,"O/i|I/o","IN-OUT","v2",611.650999999046,2,"B4X8890",2019-04-19,2019-04-19,0,1,2019-04-19 05:33:36,2019-04-19 06:33:36,366,1,"0"
"104",174,"B4X1865","6FD0000000008001",2019-04-19 06:25:09,2019-04-19 06:50:47,1.494,5.677,648750,648798,"O/I|I/o","IN-OUT","v2",25.7279500007629,2,"B4X8890",2019-04-19,2019-04-19,0,0,2019-04-19 05:59:25,2019-04-19 07:16:36,367,1,"0"
"105",174,"B4X1865","6FD0000000008001",2019-04-20 19:50:32,2019-04-21 06:02:00,0.86,5.504,649519,649531,"O/I|I/o","IN-OUT","v2",611.558399999142,2,"B4X8890",2019-04-19,2019-04-21,2,1,2019-04-21 05:32:05,2019-04-21 06:32:05,368,1,"0"
"106",174,"B4X1865","6FD0000000008001",2019-04-21 19:15:24,2019-04-21 19:17:31,1.023,6.35,649675,649682,"O/i|I/o","IN-OUT","v2",2.22249999841054,2,"B4X8890",2019-04-19,2019-04-21,2,0,2019-04-21 19:13:10,2019-04-21 19:19:50,369,1,"0"
"107",174,"B4X1865","6FD0000000008001",2019-04-21 19:41:37,2019-04-22 05:58:19,0.802,5.767,649692,649708,"O/I|I/o","IN-OUT","v2",616.796116665999,2,"B4X8890",2019-04-19,2019-04-22,3,1,2019-04-22 05:28:24,2019-04-22 06:28:24,370,1,"0"
"108",174,"B4X1865","6FD0000000008001",2019-04-22 06:14:03,2019-04-22 06:36:39,0.642,2.858,649720,649730,"O/i|I/o","IN-OUT","v2",22.6476333340009,2,"B4X8890",2019-04-19,2019-04-22,3,0,2019-04-22 05:51:24,2019-04-22 06:59:20,371,1,"0"
"109",174,"B4X1865","6FD0000000008001",2019-04-22 07:49:42,2019-04-22 08:03:38,0.803,5.779,649755,649769,"O/i|I/O","IN-OUT","v2",14.0296500007312,2,"B4X8890",2019-04-19,2019-04-22,3,0,2019-04-22 07:35:40,2019-04-22 08:17:45,372,1,"0"
"110",174,"B4X1865","6FD0000000008001",2019-04-23 18:43:35,2019-04-24 06:17:15,0.74,1.076,650567,650592,"?/I|i/?","IN-OUT","v2",693.684599999587,2,"B4X8890",2019-04-19,2019-04-24,5,1,2019-04-24 05:47:16,2019-04-24 06:47:16,373,1,"0"
"111",174,"B4X1865","6FD0000000008001",2019-04-24 09:43:58,2019-04-24 09:53:04,0.753,4.853,650801,650822,"?/I|I/?","IN-OUT","v2",9.18088333209356,2,"B4X8890",2019-04-19,2019-04-24,5,0,2019-04-24 09:34:47,2019-04-24 10:02:19,374,1,"0"
"112",175,"B4P9973","2120000000008001",2019-04-12 17:58:52,2019-04-13 08:52:17,10.84,1.562,359741,359956,"O/I|I/o","IN-OUT","v2",893.442700000604,2,"B4X1608",2019-04-18,2019-04-13,-5,1,2019-04-13 08:22:18,2019-04-13 09:22:18,148,1,"1"
"113",175,"B4P9973","2120000000008001",2019-04-13 11:59:24,2019-04-13 12:15:57,2.619,2.656,360760,360851,"O/I|I/O","IN-OUT","v2",16.5942666649818,2,"B4X1608",2019-04-18,2019-04-13,-5,0,2019-04-13 11:42:48,2019-04-13 12:32:35,149,1,"1"
"114",175,"B4P9973","2120000000008001",2019-04-14 19:40:23,2019-04-15 06:32:03,14.038,6.211,361843,361879,"O/I|I/O","IN-OUT","v2",651.770183332761,2,"B4X1608",2019-04-18,2019-04-15,-3,1,2019-04-15 06:02:09,2019-04-15 07:02:09,150,1,"1"
"115",175,"B4P9973","2120000000008001",2019-04-15 07:43:17,2019-04-15 07:49:02,2.302,1.639,361925,361950,"O/I|I/o","IN-OUT","v2",5.77731666564941,2,"B4X1608",2019-04-18,2019-04-15,-3,0,2019-04-15 07:37:30,2019-04-15 07:54:50,151,1,"1"
"116",175,"B4P9973","2120000000008001",2019-04-16 19:55:12,2019-04-17 06:20:46,2.283,5.74,363022,363038,"O/I|I/O","IN-OUT","v2",625.662333333492,2,"B4X1608",2019-04-18,2019-04-17,-1,1,2019-04-17 05:50:51,2019-04-17 06:50:51,152,1,"1"
"117",175,"B4P9973","2120000000008001",2019-04-17 07:41:37,2019-04-17 07:43:36,6.105,2.542,363061,363076,"O/I|I/O","IN-OUT","v2",2.02570000092189,2,"B4X1608",2019-04-18,2019-04-17,-1,0,2019-04-17 07:39:35,2019-04-17 07:45:40,153,1,"1"
"118",175,"B4P9973","2120000000008001",2019-04-17 19:39:30,2019-04-17 20:00:13,1.662,5.368,363188,363225,"O/I|I/o","IN-OUT","v2",20.806133333842,2,"B4X1608",2019-04-18,2019-04-17,-1,0,2019-04-17 19:18:41,2019-04-17 20:21:06,154,1,"1"
"119",175,"B4P9973","2120000000008001",2019-04-18 19:36:50,2019-04-19 06:31:00,1.349,4.222,363521,363526,"O/I|I/O","IN-OUT","v2",654.237033331394,2,"B4X1608",2019-04-18,2019-04-19,1,1,2019-04-19 06:01:04,2019-04-19 07:01:04,157,1,"1"
"120",175,"B4P9973","2120000000008001",2019-04-19 07:45:41,2019-04-19 08:05:36,4.458,4.796,363660,363669,"O/I|I/O","IN-OUT","v2",19.9966000000636,2,"B4X1608",2019-04-18,2019-04-19,1,0,2019-04-19 07:25:41,2019-04-19 08:25:40,158,1,"1"
"121",175,"B4P9973","2120000000008001",2019-04-22 19:31:04,2019-04-23 06:23:51,4.569,3.892,364496,364509,"O/I|I/o","IN-OUT","v2",652.848199999332,2,"B4X1608",2019-04-18,2019-04-23,5,1,2019-04-23 05:53:54,2019-04-23 06:53:54,159,1,"1"
"122",175,"B4P9973","2120000000008001",2019-04-23 18:34:57,2019-04-23 18:55:33,2.785,3.891,364841,364851,"O/I|I/o","IN-OUT","v2",20.6648500005404,2,"B4X1608",2019-04-18,2019-04-23,5,0,2019-04-23 18:14:17,2019-04-23 19:16:16,160,1,"1"
"123",175,"B4P9973","2120000000008001",2019-04-23 19:18:45,2019-04-23 19:38:51,4.619,5.299,364856,364868,"O/I|I/O","IN-OUT","v2",20.1883166670799,2,"B4X1608",2019-04-18,2019-04-23,5,0,2019-04-23 18:58:33,2019-04-23 19:59:07,161,1,"1"
"124",178,"B4P8569","BF0213A801AF0001",2019-04-23 19:51:46,2019-04-24 08:16:32,0.974,2.747,1166915,1167132,"O/I|I/o","IN-OUT","v2",744.81244999965,2,"B4P9211",2019-04-20,2019-04-24,4,1,2019-04-24 07:46:34,2019-04-24 08:46:34,66,1,"1"
"125",178,"B4P8569","BF0213A801AF0001",2019-04-24 09:25:39,2019-04-24 09:31:02,0.702,5.29,1167171,1167176,"O/I|I/O","IN-OUT","v2",5.47149999936422,2,"B4P9211",2019-04-20,2019-04-24,4,0,2019-04-24 09:20:10,2019-04-24 09:36:35,67,1,"1"
"126",179,"B4X1782","A7D0000000008001",2019-04-11 19:34:10,2019-04-12 06:37:50,0.862,2.386,223333,223346,"O/i|I/I","IN-OUT","v2",663.706433331966,2,"B4H0223",2019-04-17,2019-04-12,-5,1,2019-04-12 06:07:52,2019-04-12 07:07:52,281,1,"0"
"127",179,"B4X1782","A7D0000000008001",2019-04-12 08:19:00,2019-04-12 09:04:25,0.922,4.96,223381,223403,"O/i|I/o","IN-OUT","v2",45.4993333339691,2,"B4H0223",2019-04-17,2019-04-12,-5,0,2019-04-12 07:33:30,2019-04-12 09:49:59,282,1,"0"
"128",179,"B4X1782","A7D0000000008001",2019-04-18 19:57:29,2019-04-19 06:29:02,1.086,1.688,230493,230586,"O/I|I/O","IN-OUT","v2",631.578133332729,2,"B4H0223",2019-04-17,2019-04-19,2,1,2019-04-19 05:59:03,2019-04-19 06:59:03,283,1,"0"
"129",179,"B4X1782","A7D0000000008001",2019-04-19 07:32:44,2019-04-19 07:35:08,2.078,1.081,230993,231016,"O/I|I/O","IN-OUT","v2",2.41801666816076,2,"B4H0223",2019-04-17,2019-04-19,2,0,2019-04-19 07:30:18,2019-04-19 07:37:34,284,1,"0"
"130",187,"B4P9333","2C20000000008001",2019-04-12 19:39:53,2019-04-13 06:45:34,0.75,1.283,587528,587533,"O/i|I/o","IN-OUT","v2",665.70471666654,2,"B4X1579",2019-04-13,2019-04-13,0,1,2019-04-13 06:15:35,2019-04-13 07:15:35,101,1,"1"
"131",187,"B4P9333","2C20000000008001",2019-04-13 07:46:21,2019-04-13 07:55:40,0.645,2.648,587540,587570,"O/i|I/I","IN-OUT","v2",9.36080000003179,2,"B4X1579",2019-04-13,2019-04-13,0,0,2019-04-13 07:36:59,2019-04-13 08:05:04,102,1,"1"
"132",187,"B4P9333","2C20000000008001",2019-04-14 19:48:58,2019-04-15 06:46:12,0.851,4.125,587835,587844,"O/i|I/o","IN-OUT","v2",657.302083333333,2,"B4X1579",2019-04-13,2019-04-15,2,1,2019-04-15 06:16:16,2019-04-15 07:16:16,103,1,"1"
"133",187,"B4P9333","2C20000000008001",2019-04-15 07:42:35,2019-04-15 07:48:29,0.642,1.085,587851,587856,"O/i|I/o","IN-OUT","v2",5.91808333396912,2,"B4X1579",2019-04-13,2019-04-15,2,0,2019-04-15 07:36:39,2019-04-15 07:54:25,104,1,"1"
"134",187,"B4P9333","2C20000000008001",2019-04-15 15:36:29,2019-04-15 15:56:12,7.733,1.434,587986,588016,"O/I|I/O","IN-OUT","v2",19.740566666921,2,"B4X1579",2019-04-13,2019-04-15,2,0,2019-04-15 15:16:44,2019-04-15 16:15:57,105,1,"1"
"135",187,"B4P9333","2C20000000008001",2019-04-15 19:55:16,2019-04-16 06:41:55,0.428,3.606,588033,588042,"O/i|I/o","IN-OUT","v2",646.71009999911,2,"B4X1579",2019-04-13,2019-04-16,3,1,2019-04-16 06:11:58,2019-04-16 07:11:58,106,1,"1"
"136",187,"B4P9333","2C20000000008001",2019-04-16 12:23:58,2019-04-16 12:57:00,3.952,5.496,588323,588345,"O/I|I/o","IN-OUT","v2",33.1249333341916,2,"B4X1579",2019-04-13,2019-04-16,3,0,2019-04-16 11:50:50,2019-04-16 13:30:12,107,1,"1"
"137",187,"B4P9333","2C20000000008001",2019-04-16 19:51:12,2019-04-17 06:37:58,0.59,4.242,588419,588442,"O/i|I/O","IN-OUT","v2",646.837366668383,2,"B4X1579",2019-04-13,2019-04-17,4,1,2019-04-17 06:08:02,2019-04-17 07:08:02,108,1,"1"
"138",187,"B4P9333","2C20000000008001",2019-04-17 07:25:26,2019-04-17 07:42:40,0.537,2.313,588449,588454,"o/I|I/?","IN-OUT","v2",17.2718833327293,2,"B4X1579",2019-04-13,2019-04-17,4,0,2019-04-17 07:08:09,2019-04-17 07:59:58,109,1,"1"
"139",187,"B4P9333","2C20000000008001",2019-04-17 08:50:46,2019-04-17 09:08:18,0.481,1.717,588459,588480,"?/I|I/o","IN-OUT","v2",17.5619500001272,2,"B4X1579",2019-04-13,2019-04-17,4,0,2019-04-17 08:33:12,2019-04-17 09:25:53,110,1,"1"
"140",194,"B4X1870","63D0000000008001",2019-04-20 19:48:27,2019-04-21 06:08:09,1.188,5.167,261103,261108,"O/I|I/O","IN-OUT","v2",619.786116667589,2,"B4H0391",2019-04-19,2019-04-21,2,1,2019-04-21 05:38:14,2019-04-21 06:38:14,379,1,"0"
"141",194,"B4X1870","63D0000000008001",2019-04-21 15:39:17,2019-04-21 16:00:55,2.583,3.674,261514,261535,"O/I|I/I","IN-OUT","v2",21.6945666670799,2,"B4H0391",2019-04-19,2019-04-21,2,0,2019-04-21 15:17:35,2019-04-21 16:22:40,380,1,"0"
"142",194,"B4X1870","63D0000000008001",2019-04-21 19:50:07,2019-04-22 06:05:01,0.918,3.179,261637,261642,"O/I|I/o","IN-OUT","v2",614.95298333168,2,"B4H0391",2019-04-19,2019-04-22,3,1,2019-04-22 05:35:04,2019-04-22 06:35:04,381,1,"0"
"143",194,"B4X1870","63D0000000008001",2019-04-22 06:14:52,2019-04-22 06:34:47,0.851,2.552,261651,261677,"O/I|I/o","IN-OUT","v2",19.9592000007629,2,"B4H0391",2019-04-19,2019-04-22,3,0,2019-04-22 05:54:54,2019-04-22 06:54:47,382,1,"0"
"144",194,"B4X1870","63D0000000008001",2019-04-22 11:24:28,2019-04-22 11:26:26,5.812,3.319,262089,262105,"O/I|I/O","IN-OUT","v2",2.0219833334287,2,"B4H0391",2019-04-19,2019-04-22,3,0,2019-04-22 11:22:26,2019-04-22 11:28:30,383,1,"0"
"145",204,"B4X1355","3BE0000000008001",2019-04-16 19:37:08,2019-04-17 06:39:31,1.131,3.359,706163,706192,"O/I|I/O","IN-OUT","v2",662.439316666126,2,"B4P9640",2019-04-14,2019-04-17,3,1,2019-04-17 06:09:34,2019-04-17 07:09:34,240,1,"1"
"146",204,"B4X1355","3BE0000000008001",2019-04-17 08:09:03,2019-04-17 08:17:46,8.487,5.052,706790,706830,"o/i|I/O","IN-OUT","v2",8.80086666742961,2,"B4P9640",2019-04-14,2019-04-17,3,0,2019-04-17 08:00:14,2019-04-17 08:26:39,241,1,"1"
"147",211,"B4X1073","D9E0000000008001",2019-04-13 19:34:25,2019-04-14 06:30:45,1.024,5.917,200247,200271,"O/I|I/o","IN-OUT","v2",656.431950000922,2,"B4X1022",2019-04-19,2019-04-14,-5,1,2019-04-14 06:00:50,2019-04-14 07:00:50,196,1,"1"
"148",211,"B4X1073","D9E0000000008001",2019-04-14 09:38:34,2019-04-14 09:41:49,0.483,4.767,200326,200331,"O/I|I/o","IN-OUT","v2",3.32944999933243,2,"B4X1022",2019-04-19,2019-04-14,-5,0,2019-04-14 09:35:14,2019-04-14 09:45:13,197,1,"1"
"149",211,"B4X1073","D9E0000000008001",2019-04-15 19:46:11,2019-04-16 06:19:02,1.336,2.877,200978,201006,"O/I|I/o","IN-OUT","v2",632.897950001558,2,"B4X1022",2019-04-19,2019-04-16,-3,1,2019-04-16 05:49:04,2019-04-16 06:49:04,198,1,"1"
"150",211,"B4X1073","D9E0000000008001",2019-04-16 08:53:32,2019-04-16 09:05:17,0.483,5.219,201090,201106,"O/I|I/?","IN-OUT","v2",11.8369833350182,2,"B4X1022",2019-04-19,2019-04-16,-3,0,2019-04-16 08:41:41,2019-04-16 09:17:12,199,1,"1"
"151",224,"B4P8714","05C0000000008001",2019-04-21 19:43:43,2019-04-22 06:28:12,1.929,4.658,522656,522691,"O/I|I/o","IN-OUT","v2",644.560966666539,2,"B4X1777",2019-04-20,2019-04-22,2,1,2019-04-22 05:58:16,2019-04-22 06:58:16,73,1,"1"
"152",224,"B4P8714","05C0000000008001",2019-04-22 10:46:45,2019-04-22 11:08:05,3.852,2.05,523011,523063,"O/I|I/o","IN-OUT","v2",21.3674999992053,2,"B4X1777",2019-04-20,2019-04-22,2,0,2019-04-22 10:25:22,2019-04-22 11:29:29,74,1,"1"
"153",224,"B4P8714","05C0000000008001",2019-04-23 19:49:06,2019-04-24 06:20:26,1.823,2.927,523928,524039,"?/I|I/o","IN-OUT","v2",631.38211666743,2,"B4X1777",2019-04-20,2019-04-24,4,1,2019-04-24 05:50:28,2019-04-24 06:50:28,75,1,"1"
"154",224,"B4P8714","05C0000000008001",2019-04-24 11:57:51,2019-04-24 12:26:09,8.859,4.316,524793,524814,"O/I|I/o","IN-OUT","v2",28.371933333079,2,"B4X1777",2019-04-20,2019-04-24,4,0,2019-04-24 11:29:28,2019-04-24 12:54:35,76,1,"1"
"155",227,"B4X1460","A4D0000000008001",2019-04-20 20:03:08,2019-04-21 06:28:03,1.228,4.12,1296569,1296574,"O/I|I/o","IN-OUT","v2",624.985333331426,2,"B4X1306",2019-04-21,2019-04-21,0,1,2019-04-21 05:58:07,2019-04-21 06:58:07,242,1,"1"
"156",227,"B4X1460","A4D0000000008001",2019-04-21 08:50:11,2019-04-21 08:52:17,0.693,4.558,1296652,1296657,"O/I|I/O","IN-OUT","v2",2.17596666812897,2,"B4X1306",2019-04-21,2019-04-21,0,0,2019-04-21 08:48:00,2019-04-21 08:54:32,243,1,"1"
"157",227,"B4X1460","A4D0000000008001",2019-04-25 20:32:26,2019-04-26 06:21:00,0.943,4.66,1300699,1300710,"O/I|I/o","IN-OUT","v2",588.644333334764,2,"B4X1306",2019-04-21,2019-04-26,5,1,2019-04-26 05:51:04,2019-04-26 06:51:04,244,1,"1"
"158",227,"B4X1460","A4D0000000008001",2019-04-26 06:54:52,2019-04-26 07:32:28,1.329,2.597,1300715,1300743,"O/I|I/O","IN-OUT","v2",37.6432833313942,2,"B4X1306",2019-04-21,2019-04-26,5,0,2019-04-26 06:17:13,2019-04-26 08:10:09,245,1,"1"
"159",227,"B4X1460","A4D0000000008001",2019-04-26 08:45:01,2019-04-26 09:12:00,0.8,2.841,1300758,1300765,"O/i|I/O","IN-OUT","v2",27.0306833346685,2,"B4X1306",2019-04-21,2019-04-26,5,0,2019-04-26 08:17:59,2019-04-26 09:39:04,246,1,"1"
"160",227,"B4X1460","A4D0000000008001",2019-04-26 12:33:10,2019-04-26 12:58:18,0.749,3.596,1300864,1300885,"O/I|i/o","IN-OUT","v2",25.1932666659355,2,"B4X1306",2019-04-21,2019-04-26,5,0,2019-04-26 12:07:58,2019-04-26 13:23:33,247,1,"1"
"161",227,"B4X1460","A4D0000000008001",2019-04-26 17:44:07,2019-04-26 17:57:01,0.852,5.73,1301012,1301046,"O/I|I/o","IN-OUT","v2",12.9955000003179,2,"B4X1306",2019-04-21,2019-04-26,5,0,2019-04-26 17:31:07,2019-04-26 18:10:06,248,1,"1"
"162",244,"B4P8247","1F0213A801AF0001",2019-04-16 19:52:11,2019-04-17 06:49:23,0.961,1.178,748587,748616,"O/I|I/o","IN-OUT","v2",657.219633332888,2,"B4P9945",2019-04-13,2019-04-17,4,1,2019-04-17 06:19:24,2019-04-17 07:19:24,62,1,"1"
"163",244,"B4P8247","1F0213A801AF0001",2019-04-17 08:07:15,2019-04-17 08:54:59,0.749,0.856,748621,748637,"O/I|I/I","IN-OUT","v2",47.7475999991099,2,"B4P9945",2019-04-13,2019-04-17,4,0,2019-04-17 07:19:30,2019-04-17 09:42:44,63,1,"1"
"164",252,"B4X1818","F6D0000000008001",2019-04-23 19:49:13,2019-04-24 06:30:29,13.555,4.059,885910,885970,"o/i|I/o","IN-OUT","v2",641.334316666921,2,"B4H0867",2019-04-20,2019-04-24,4,1,2019-04-24 06:00:33,2019-04-24 07:00:33,294,1,"0"
"165",252,"B4X1818","F6D0000000008001",2019-04-24 10:22:57,2019-04-24 10:24:54,4.46,4.53,886309,886342,"O/I|I/I","IN-OUT","v2",2.02549999952316,2,"B4H0867",2019-04-20,2019-04-24,4,0,2019-04-24 10:20:55,2019-04-24 10:27:00,295,1,"0"
"166",252,"B4X1818","F6D0000000008001",2019-04-24 11:20:06,2019-04-24 11:23:10,1.319,3.672,886570,886575,"O/I|I/O","IN-OUT","v2",3.12786666552226,2,"B4H0867",2019-04-20,2019-04-24,4,0,2019-04-24 11:16:58,2019-04-24 11:26:21,296,1,"0"
"167",252,"B4X1818","F6D0000000008001",2019-04-24 13:08:23,2019-04-24 13:13:38,3.73,1.35,886720,886764,"O/I|I/o","IN-OUT","v2",5.27249999841054,2,"B4H0867",2019-04-20,2019-04-24,4,0,2019-04-24 13:03:06,2019-04-24 13:18:55,297,1,"0"
"168",252,"B4X1818","F6D0000000008001",2019-04-24 13:46:03,2019-04-24 13:51:36,3.951,2.174,886880,886913,"O/I|I/o","IN-OUT","v2",5.58623333374659,2,"B4H0867",2019-04-20,2019-04-24,4,0,2019-04-24 13:40:27,2019-04-24 13:57:13,298,1,"0"
"169",252,"B4X1818","F6D0000000008001",2019-04-24 16:49:16,2019-04-24 16:55:43,1.38,0.902,887176,887215,"O/I|I/?","IN-OUT","v2",6.46503333250682,2,"B4H0867",2019-04-20,2019-04-24,4,0,2019-04-24 16:42:48,2019-04-24 17:02:11,299,1,"0"
"170",252,"B4X1818","F6D0000000008001",2019-04-24 19:26:12,2019-04-25 06:23:59,10.997,1.352,887236,887318,"?/i|I/O","IN-OUT","v2",657.805866666635,2,"B4H0867",2019-04-20,2019-04-25,5,1,2019-04-25 05:54:00,2019-04-25 06:54:00,300,1,"0"
"171",252,"B4X1818","F6D0000000008001",2019-04-25 09:02:00,2019-04-25 09:04:09,2.081,1.237,887420,887441,"O/I|I/O","IN-OUT","v2",2.17061666647593,2,"B4H0867",2019-04-20,2019-04-25,5,0,2019-04-25 08:59:49,2019-04-25 09:06:20,301,1,"0"
"172",252,"B4X1818","F6D0000000008001",2019-04-25 12:01:41,2019-04-25 12:18:02,4.968,1.985,887716,887756,"O/I|I/O","IN-OUT","v2",16.3830833315849,2,"B4H0867",2019-04-20,2019-04-25,5,0,2019-04-25 11:45:18,2019-04-25 12:34:26,302,1,"0"
"173",252,"B4X1818","F6D0000000008001",2019-04-25 12:27:12,2019-04-25 12:40:59,3.134,3.612,887761,887778,"O/I|I/o","IN-OUT","v2",13.8435333331426,2,"B4H0867",2019-04-20,2019-04-25,5,0,2019-04-25 12:13:21,2019-04-25 12:54:53,303,1,"0"
"174",252,"B4X1818","F6D0000000008001",2019-04-25 12:53:45,2019-04-25 12:58:53,19.641,1.691,887910,887930,"I/I|I/O","IN-OUT","v2",5.16151666641235,2,"B4H0867",2019-04-20,2019-04-25,5,0,2019-04-25 12:48:35,2019-04-25 13:04:04,304,1,"0"
"175",252,"B4X1818","F6D0000000008001",2019-04-25 13:07:42,2019-04-25 13:22:00,10.851,2.376,887937,887992,"O/I|I/o","IN-OUT","v2",14.339599998792,2,"B4H0867",2019-04-20,2019-04-25,5,0,2019-04-25 12:53:21,2019-04-25 13:36:22,305,1,"0"
"176",252,"B4X1818","F6D0000000008001",2019-04-25 14:09:21,2019-04-25 14:25:17,1.483,1.899,888089,888104,"O/I|I/O","IN-OUT","v2",15.9649833321571,2,"B4H0867",2019-04-20,2019-04-25,5,0,2019-04-25 13:53:23,2019-04-25 14:41:16,306,1,"0"
"177",252,"B4X1818","F6D0000000008001",2019-04-25 14:42:33,2019-04-25 14:56:58,1.622,1.426,888119,888144,"O/I|I/o","IN-OUT","v2",14.4404333353043,2,"B4H0867",2019-04-20,2019-04-25,5,0,2019-04-25 14:28:06,2019-04-25 15:11:25,307,1,"0"
