"box","ID","time_inside_min","in_","out_","out_duration","sleep","counter","direction_reliable","overlap","rel_day","start","end","type","DB","no_song","no_calls","noYN","noCallsYN","N","f_type","no_vocs","noVocsYN","f_noYN","no_mins_song","no_mins_calls","no_mins_vocs","song_per_time","calls_per_time","vocs_per_time","date_","hour_of_out"
"5862",269,"B4X1565",624.222499998411,2019-04-21 19:53:55,2019-04-22 06:18:03,5.35,-1,1106,1,1,1,2019-04-21 19:39:00,2019-04-21 20:07:59,"before",-38,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-22,6
"5863",269,"B4X1565",624.222499998411,2019-04-21 19:53:55,2019-04-22 06:18:03,5.35,-1,1106,1,1,1,2019-04-21 19:39:00,2019-04-21 20:07:59,NA,-38,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-22,6
"5864",269,"B4X1565",624.222499998411,2019-04-21 19:53:55,2019-04-22 06:18:03,5.35,-1,1106,1,1,1,2019-04-21 19:39:00,2019-04-21 20:07:59,"during",-38,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-22,6
"5865",269,"B4X1565",631.502683333556,2019-04-22 19:53:32,2019-04-23 06:24:57,5.161,1,257,1,1,3,2019-04-23 05:56:00,2019-04-23 06:54:59,"during",-38,167,37,1,1,29,"during",204,1,"1",23,15,25,5.56666666666667,1.23333333333333,6.8,2019-04-23,6
"5866",269,"B4X1565",631.502683333556,2019-04-22 19:53:32,2019-04-23 06:24:57,5.161,1,257,1,1,3,2019-04-23 05:56:00,2019-04-23 06:54:59,NA,-38,2,19,1,1,1,NA,21,1,"1",1,1,1,0.0666666666666667,0.633333333333333,0.7,2019-04-23,6
"5867",269,"B4X1565",631.502683333556,2019-04-22 19:53:32,2019-04-23 06:24:57,5.161,1,257,1,1,3,2019-04-23 05:56:00,2019-04-23 06:54:59,"after",-38,7,73,1,1,29,"after",80,1,"1",6,12,13,0.233333333333333,2.43333333333333,2.66666666666667,2019-04-23,6
"5868",269,"B4X1565",10.9391999999682,2019-04-23 07:09:52,2019-04-23 07:20:43,5.352,0,258,1,1,3,2019-04-23 06:59:00,2019-04-23 07:30:59,"before",-38,11,50,1,1,10,"before",61,1,"1",4,8,10,1.00555799327483,4.57071815124921,5.57627614452404,2019-04-23,7
"5869",269,"B4X1565",10.9391999999682,2019-04-23 07:09:52,2019-04-23 07:20:43,5.352,0,258,1,1,3,2019-04-23 06:59:00,2019-04-23 07:30:59,NA,-38,1,1,1,1,2,NA,2,1,"1",1,1,2,0.0914143630249842,0.0914143630249842,0.182828726049968,2019-04-23,7
"5870",269,"B4X1565",10.9391999999682,2019-04-23 07:09:52,2019-04-23 07:20:43,5.352,0,258,1,1,3,2019-04-23 06:59:00,2019-04-23 07:30:59,"during",-38,25,6,1,1,10,"during",31,1,"1",5,2,6,2.2853590756246,0.548486178149905,2.83384525377451,2019-04-23,7
"5871",269,"B4X1565",10.9391999999682,2019-04-23 07:09:52,2019-04-23 07:20:43,5.352,0,258,1,1,3,2019-04-23 06:59:00,2019-04-23 07:30:59,"after",-38,21,3,1,1,10,"after",24,1,"1",5,2,5,1.91970162352467,0.274243089074953,2.19394471259962,2019-04-23,7
"5872",269,"B4X1565",639.93433333238,2019-04-23 19:50:47,2019-04-24 06:30:40,3.06,-1,1107,1,1,3,2019-04-23 19:36:00,2019-04-23 20:04:59,"before",-38,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-24,6
"5873",269,"B4X1565",639.93433333238,2019-04-23 19:50:47,2019-04-24 06:30:40,3.06,-1,1107,1,1,3,2019-04-23 19:36:00,2019-04-23 20:04:59,NA,-38,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-24,6
"5874",269,"B4X1565",639.93433333238,2019-04-23 19:50:47,2019-04-24 06:30:40,3.06,-1,1107,1,1,3,2019-04-23 19:36:00,2019-04-23 20:04:59,"during",-38,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-24,6
"5875",269,"B4X1565",652.115183333556,2019-04-24 19:33:49,2019-04-25 06:25:52,3.911,-1,1108,0,1,4,2019-04-24 19:19:00,2019-04-24 19:47:59,"before",-38,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-25,6
"5876",269,"B4X1565",652.115183333556,2019-04-24 19:33:49,2019-04-25 06:25:52,3.911,-1,1108,0,1,4,2019-04-24 19:19:00,2019-04-24 19:47:59,NA,-38,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-25,6
"5877",269,"B4X1565",652.115183333556,2019-04-24 19:33:49,2019-04-25 06:25:52,3.911,-1,1108,0,1,4,2019-04-24 19:19:00,2019-04-24 19:47:59,"during",-38,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-25,6
"5878",271,"B4X1862",617.18744999965,2019-04-20 20:04:56,2019-04-21 06:22:01,6.247,1,334,1,1,1,2019-04-21 05:53:00,2019-04-21 06:51:59,"during",-38,126,33,1,1,29,"during",159,1,"1",21,14,25,4.2,1.1,5.3,2019-04-21,6
"5879",271,"B4X1862",617.18744999965,2019-04-20 20:04:56,2019-04-21 06:22:01,6.247,1,334,1,1,1,2019-04-21 05:53:00,2019-04-21 06:51:59,NA,-38,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-21,6
"5880",271,"B4X1862",617.18744999965,2019-04-20 20:04:56,2019-04-21 06:22:01,6.247,1,334,1,1,1,2019-04-21 05:53:00,2019-04-21 06:51:59,"after",-38,3,40,1,1,29,"after",43,1,"1",2,13,13,0.1,1.33333333333333,1.43333333333333,2019-04-21,6
"5881",271,"B4X1862",8.73611666758855,2019-04-21 19:56:59,2019-04-21 20:05:42,1.167,0,335,1,1,1,2019-04-21 19:49:00,2019-04-21 20:13:59,"before",-38,0,0,0,0,7,"before",0,0,"0",0,0,0,0,0,0,2019-04-21,20
"5882",271,"B4X1862",8.73611666758855,2019-04-21 19:56:59,2019-04-21 20:05:42,1.167,0,335,1,1,1,2019-04-21 19:49:00,2019-04-21 20:13:59,NA,-38,1,3,1,1,2,NA,4,1,"1",1,1,1,0.114467335779758,0.343402007339274,0.457869343119032,2019-04-21,20
"5883",271,"B4X1862",8.73611666758855,2019-04-21 19:56:59,2019-04-21 20:05:42,1.167,0,335,1,1,1,2019-04-21 19:49:00,2019-04-21 20:13:59,"during",-38,8,0,1,0,8,"during",8,1,"1",2,0,2,0.915738686238065,0,0.915738686238065,2019-04-21,20
"5884",271,"B4X1862",8.73611666758855,2019-04-21 19:56:59,2019-04-21 20:05:42,1.167,0,335,1,1,1,2019-04-21 19:49:00,2019-04-21 20:13:59,"after",-38,0,0,0,0,8,"after",0,0,"0",0,0,0,0,0,0,2019-04-21,20
"5885",271,"B4X1862",832.587333333492,2019-04-24 19:42:04,2019-04-25 09:34:38,1.24,1,336,1,1,5,2019-04-25 09:05:00,2019-04-25 10:03:59,"during",-38,17,8,1,1,29,"during",25,1,"1",8,5,11,0.566666666666667,0.266666666666667,0.833333333333333,2019-04-25,9
"5886",271,"B4X1862",832.587333333492,2019-04-24 19:42:04,2019-04-25 09:34:38,1.24,1,336,1,1,5,2019-04-25 09:05:00,2019-04-25 10:03:59,NA,-38,2,2,1,1,1,NA,4,1,"1",1,1,1,0.0666666666666667,0.0666666666666667,0.133333333333333,2019-04-25,9
"5887",271,"B4X1862",832.587333333492,2019-04-24 19:42:04,2019-04-25 09:34:38,1.24,1,336,1,1,5,2019-04-25 09:05:00,2019-04-25 10:03:59,"after",-38,55,2,1,1,29,"after",57,1,"1",11,1,11,1.83333333333333,0.0666666666666667,1.9,2019-04-25,9
"5888",271,"B4X1862",16.8202166676521,2019-04-25 19:06:51,2019-04-25 19:23:35,5.213,0,337,1,-1,5,2019-04-25 18:51:00,2019-04-25 19:39:59,"before",-38,0,0,0,0,15,"before",0,0,"0",0,0,0,0,0,0,2019-04-25,19
"5889",271,"B4X1862",16.8202166676521,2019-04-25 19:06:51,2019-04-25 19:23:35,5.213,0,337,1,-1,5,2019-04-25 18:51:00,2019-04-25 19:39:59,NA,-38,0,2,0,1,2,NA,2,1,"0",0,1,1,0,0.118904532534727,0.118904532534727,2019-04-25,19
"5890",271,"B4X1862",16.8202166676521,2019-04-25 19:06:51,2019-04-25 19:23:35,5.213,0,337,1,-1,5,2019-04-25 18:51:00,2019-04-25 19:39:59,"during",-38,0,0,0,0,16,"during",0,0,"0",0,0,0,0,0,0,2019-04-25,19
"5891",271,"B4X1862",16.8202166676521,2019-04-25 19:06:51,2019-04-25 19:23:35,5.213,0,337,1,-1,5,2019-04-25 18:51:00,2019-04-25 19:39:59,"after",-38,0,2,0,1,16,"after",2,1,"0",0,1,1,0,0.118904532534727,0.118904532534727,2019-04-25,19
"5892",271,"B4X1862",18.495733332634,2019-04-25 19:28:47,2019-04-25 19:47:11,5.744,0,338,1,-1,5,2019-04-25 19:11:00,2019-04-25 20:04:59,"before",-38,0,2,0,1,17,"before",2,1,"0",0,1,1,0,0.108133046904995,0.108133046904995,2019-04-25,19
"5893",271,"B4X1862",18.495733332634,2019-04-25 19:28:47,2019-04-25 19:47:11,5.744,0,338,1,-1,5,2019-04-25 19:11:00,2019-04-25 20:04:59,NA,-38,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-25,19
"5894",271,"B4X1862",18.495733332634,2019-04-25 19:28:47,2019-04-25 19:47:11,5.744,0,338,1,-1,5,2019-04-25 19:11:00,2019-04-25 20:04:59,"during",-38,0,3,0,1,18,"during",3,1,"0",0,2,2,0,0.162199570357493,0.162199570357493,2019-04-25,19
"5895",271,"B4X1862",18.495733332634,2019-04-25 19:28:47,2019-04-25 19:47:11,5.744,0,338,1,-1,5,2019-04-25 19:11:00,2019-04-25 20:04:59,"after",-38,0,0,0,0,17,"after",0,0,"0",0,0,0,0,0,0,2019-04-25,19
"5896",272,"B4X1324",669.853683332602,2019-04-24 19:10:44,2019-04-25 06:20:29,6.221,-1,1096,1,1,3,2019-04-24 18:56:00,2019-04-24 19:24:59,"before",-38,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-25,6
"5897",272,"B4X1324",669.853683332602,2019-04-24 19:10:44,2019-04-25 06:20:29,6.221,-1,1096,1,1,3,2019-04-24 18:56:00,2019-04-24 19:24:59,NA,-38,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-25,6
"5898",272,"B4X1324",669.853683332602,2019-04-24 19:10:44,2019-04-25 06:20:29,6.221,-1,1096,1,1,3,2019-04-24 18:56:00,2019-04-24 19:24:59,"during",-38,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-25,6
"5899",272,"B4X1324",669.853683332602,2019-04-24 19:10:44,2019-04-25 06:20:29,6.221,1,236,1,-1,4,2019-04-25 05:51:00,2019-04-25 06:49:59,"during",-38,150,43,1,1,29,"during",193,1,"1",25,9,27,5,1.43333333333333,6.43333333333333,2019-04-25,6
"5900",272,"B4X1324",669.853683332602,2019-04-24 19:10:44,2019-04-25 06:20:29,6.221,1,236,1,-1,4,2019-04-25 05:51:00,2019-04-25 06:49:59,NA,-38,2,2,1,1,1,NA,4,1,"1",1,1,1,0.0666666666666667,0.0666666666666667,0.133333333333333,2019-04-25,6
"5901",272,"B4X1324",669.853683332602,2019-04-24 19:10:44,2019-04-25 06:20:29,6.221,1,236,1,-1,4,2019-04-25 05:51:00,2019-04-25 06:49:59,"after",-38,11,5,1,1,29,"after",16,1,"1",5,2,7,0.366666666666667,0.166666666666667,0.533333333333333,2019-04-25,6
"5902",272,"B4X1324",10.5367333332698,2019-04-25 06:56:45,2019-04-25 07:07:12,5.204,0,237,1,-1,4,2019-04-25 06:47:00,2019-04-25 07:16:59,"before",-38,0,0,0,0,9,"before",0,0,"0",0,0,0,0,0,0,2019-04-25,7
"5903",272,"B4X1324",10.5367333332698,2019-04-25 06:56:45,2019-04-25 07:07:12,5.204,0,237,1,-1,4,2019-04-25 06:47:00,2019-04-25 07:16:59,NA,-38,0,2,0,1,2,NA,2,1,"0",0,1,1,0,0.18981214924411,0.18981214924411,2019-04-25,7
"5904",272,"B4X1324",10.5367333332698,2019-04-25 06:56:45,2019-04-25 07:07:12,5.204,0,237,1,-1,4,2019-04-25 06:47:00,2019-04-25 07:16:59,"during",-38,0,5,0,1,10,"during",5,1,"0",0,3,3,0,0.474530373110276,0.474530373110276,2019-04-25,7
"5905",272,"B4X1324",10.5367333332698,2019-04-25 06:56:45,2019-04-25 07:07:12,5.204,0,237,1,-1,4,2019-04-25 06:47:00,2019-04-25 07:16:59,"after",-38,4,13,1,1,9,"after",17,1,"1",2,3,3,0.379624298488221,1.23377897008672,1.61340326857494,2019-04-25,7
"5906",4,"B4P9810",607.188983333111,2019-04-25 20:13:57,2019-04-26 06:21:04,4.339,-1,1056,1,1,1,2019-04-25 19:59:00,2019-04-25 20:27:59,"before",-40,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-26,6
"5907",4,"B4P9810",607.188983333111,2019-04-25 20:13:57,2019-04-26 06:21:04,4.339,-1,1056,1,1,1,2019-04-25 19:59:00,2019-04-25 20:27:59,NA,-40,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-26,6
"5908",4,"B4P9810",607.188983333111,2019-04-25 20:13:57,2019-04-26 06:21:04,4.339,-1,1056,1,1,1,2019-04-25 19:59:00,2019-04-25 20:27:59,"during",-40,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-26,6
"5909",4,"B4P9810",614.838900001844,2019-04-26 20:13:10,2019-04-27 06:27:59,1.334,1,144,1,-1,3,2019-04-27 05:58:00,2019-04-27 06:57:59,"during",-40,43,28,1,1,30,"during",71,1,"1",12,8,16,1.43333333333333,0.933333333333333,2.36666666666667,2019-04-27,6
"5910",4,"B4P9810",614.838900001844,2019-04-26 20:13:10,2019-04-27 06:27:59,1.334,1,144,1,-1,3,2019-04-27 05:58:00,2019-04-27 06:57:59,NA,-40,3,1,1,1,1,NA,4,1,"1",1,1,1,0.1,0.0333333333333333,0.133333333333333,2019-04-27,6
"5911",4,"B4P9810",614.838900001844,2019-04-26 20:13:10,2019-04-27 06:27:59,1.334,1,144,1,-1,3,2019-04-27 05:58:00,2019-04-27 06:57:59,"after",-40,28,5,1,1,29,"after",33,1,"1",9,3,12,0.933333333333333,0.166666666666667,1.1,2019-04-27,6
"5912",4,"B4P9810",2.03818333148956,2019-04-27 06:34:13,2019-04-27 06:36:12,3.291,0,145,1,-1,3,2019-04-27 06:33:00,2019-04-27 06:37:59,"before",-40,0,0,0,0,1,"before",0,0,"0",0,0,0,0,0,0,2019-04-27,6
"5913",4,"B4P9810",2.03818333148956,2019-04-27 06:34:13,2019-04-27 06:36:12,3.291,0,145,1,-1,3,2019-04-27 06:33:00,2019-04-27 06:37:59,NA,-40,0,2,0,1,2,NA,2,1,"0",0,1,1,0,0.981265997567719,0.981265997567719,2019-04-27,6
"5914",4,"B4P9810",2.03818333148956,2019-04-27 06:34:13,2019-04-27 06:36:12,3.291,0,145,1,-1,3,2019-04-27 06:33:00,2019-04-27 06:37:59,"during",-40,0,0,0,0,1,"during",0,0,"0",0,0,0,0,0,0,2019-04-27,6
"5915",4,"B4P9810",2.03818333148956,2019-04-27 06:34:13,2019-04-27 06:36:12,3.291,0,145,1,-1,3,2019-04-27 06:33:00,2019-04-27 06:37:59,"after",-40,0,0,0,0,1,"after",0,0,"0",0,0,0,0,0,0,2019-04-27,6
"5916",7,"B4H0471",664.361533331871,2019-04-05 19:37:10,2019-04-06 06:41:31,0.692,1,22,1,1,-4,2019-04-06 06:12:00,2019-04-06 07:10:59,"during",-40,173,3,1,1,29,"during",176,1,"1",25,2,25,5.76666666666667,0.1,5.86666666666667,2019-04-06,6
"5917",7,"B4H0471",664.361533331871,2019-04-05 19:37:10,2019-04-06 06:41:31,0.692,1,22,1,1,-4,2019-04-06 06:12:00,2019-04-06 07:10:59,NA,-40,4,2,1,1,1,NA,6,1,"1",1,1,1,0.133333333333333,0.0666666666666667,0.2,2019-04-06,6
"5918",7,"B4H0471",664.361533331871,2019-04-05 19:37:10,2019-04-06 06:41:31,0.692,1,22,1,1,-4,2019-04-06 06:12:00,2019-04-06 07:10:59,"after",-40,28,1,1,1,29,"after",29,1,"1",3,1,4,0.933333333333333,0.0333333333333333,0.966666666666667,2019-04-06,6
"5919",7,"B4H0471",3.37396666606267,2019-04-06 08:49:57,2019-04-06 08:53:15,4.438,0,23,0,1,-4,2019-04-06 08:47:00,2019-04-06 08:55:59,"before",-40,1,0,1,0,2,"before",1,1,"1",1,0,1,0.296387042011584,0,0.296387042011584,2019-04-06,8
"5920",7,"B4H0471",3.37396666606267,2019-04-06 08:49:57,2019-04-06 08:53:15,4.438,0,23,0,1,-4,2019-04-06 08:47:00,2019-04-06 08:55:59,NA,-40,1,0,1,0,2,NA,1,1,"1",1,0,1,0.296387042011584,0,0.296387042011584,2019-04-06,8
"5921",7,"B4H0471",3.37396666606267,2019-04-06 08:49:57,2019-04-06 08:53:15,4.438,0,23,0,1,-4,2019-04-06 08:47:00,2019-04-06 08:55:59,"during",-40,1,0,1,0,3,"during",1,1,"1",1,0,1,0.296387042011584,0,0.296387042011584,2019-04-06,8
"5922",7,"B4H0471",3.37396666606267,2019-04-06 08:49:57,2019-04-06 08:53:15,4.438,0,23,0,1,-4,2019-04-06 08:47:00,2019-04-06 08:55:59,"after",-40,0,0,0,0,2,"after",0,0,"0",0,0,0,0,0,0,2019-04-06,8
"5923",7,"B4H0471",22.2502000013987,2019-04-06 17:28:38,2019-04-06 17:50:52,1.012,0,24,0,1,-4,2019-04-06 17:07:00,2019-04-06 18:12:59,"before",-40,79,1,1,1,21,"before",80,1,"1",17,1,17,3.55052988265426,0.0449434162361299,3.59547329889039,2019-04-06,17
"5924",7,"B4H0471",22.2502000013987,2019-04-06 17:28:38,2019-04-06 17:50:52,1.012,0,24,0,1,-4,2019-04-06 17:07:00,2019-04-06 18:12:59,NA,-40,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-06,17
"5925",7,"B4H0471",22.2502000013987,2019-04-06 17:28:38,2019-04-06 17:50:52,1.012,0,24,0,1,-4,2019-04-06 17:07:00,2019-04-06 18:12:59,"during",-40,1,1,1,1,21,"during",2,1,"1",1,1,2,0.0449434162361299,0.0449434162361299,0.0898868324722598,2019-04-06,17
"5926",7,"B4H0471",22.2502000013987,2019-04-06 17:28:38,2019-04-06 17:50:52,1.012,0,24,0,1,-4,2019-04-06 17:07:00,2019-04-06 18:12:59,"after",-40,8,0,1,0,22,"after",8,1,"1",6,0,6,0.359547329889039,0,0.359547329889039,2019-04-06,17
"5927",7,"B4H0471",661.677183334033,2019-04-07 19:39:00,2019-04-08 06:40:40,0.631,1,25,1,1,-2,2019-04-08 06:11:00,2019-04-08 07:09:59,"during",-40,250,1,1,1,29,"during",251,1,"1",23,1,23,8.33333333333333,0.0333333333333333,8.36666666666667,2019-04-08,6
"5928",7,"B4H0471",661.677183334033,2019-04-07 19:39:00,2019-04-08 06:40:40,0.631,1,25,1,1,-2,2019-04-08 06:11:00,2019-04-08 07:09:59,NA,-40,7,0,1,0,1,NA,7,1,"1",1,0,1,0.233333333333333,0,0.233333333333333,2019-04-08,6
"5929",7,"B4H0471",661.677183334033,2019-04-07 19:39:00,2019-04-08 06:40:40,0.631,1,25,1,1,-2,2019-04-08 06:11:00,2019-04-08 07:09:59,"after",-40,106,0,1,0,29,"after",106,1,"1",18,0,18,3.53333333333333,0,3.53333333333333,2019-04-08,6
"5930",7,"B4H0471",38.6362666686376,2019-04-08 10:33:15,2019-04-08 11:11:51,2.176,0,26,1,1,-2,2019-04-08 09:55:00,2019-04-08 11:49:59,"before",-40,33,24,1,1,38,"before",57,1,"1",11,11,19,0.854119790688453,0.621178029591602,1.47529782028006,2019-04-08,11
"5931",7,"B4H0471",38.6362666686376,2019-04-08 10:33:15,2019-04-08 11:11:51,2.176,0,26,1,1,-2,2019-04-08 09:55:00,2019-04-08 11:49:59,NA,-40,13,0,1,0,2,NA,13,1,"1",1,0,1,0.336471432695451,0,0.336471432695451,2019-04-08,11
"5932",7,"B4H0471",38.6362666686376,2019-04-08 10:33:15,2019-04-08 11:11:51,2.176,0,26,1,1,-2,2019-04-08 09:55:00,2019-04-08 11:49:59,"during",-40,7,30,1,1,37,"during",37,1,"1",5,12,15,0.181176925297551,0.776472536989503,0.957649462287053,2019-04-08,11
"5933",7,"B4H0471",38.6362666686376,2019-04-08 10:33:15,2019-04-08 11:11:51,2.176,0,26,1,1,-2,2019-04-08 09:55:00,2019-04-08 11:49:59,"after",-40,84,26,1,1,38,"after",110,1,"1",21,10,24,2.17412310357061,0.672942865390902,2.84706596896151,2019-04-08,11
"5934",7,"B4H0471",665.366899998983,2019-04-08 19:39:34,2019-04-09 06:44:55,1.014,-1,1011,1,1,-2,2019-04-08 19:25:00,2019-04-08 19:53:59,"before",-40,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-09,6
"5935",7,"B4H0471",665.366899998983,2019-04-08 19:39:34,2019-04-09 06:44:55,1.014,-1,1011,1,1,-2,2019-04-08 19:25:00,2019-04-08 19:53:59,NA,-40,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-09,6
"5936",7,"B4H0471",665.366899998983,2019-04-08 19:39:34,2019-04-09 06:44:55,1.014,-1,1011,1,1,-2,2019-04-08 19:25:00,2019-04-08 19:53:59,"during",-40,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-09,6
"5937",7,"B4H0471",665.366899998983,2019-04-08 19:39:34,2019-04-09 06:44:55,1.014,1,27,1,1,-1,2019-04-09 06:15:00,2019-04-09 07:13:59,"during",-40,334,8,1,1,29,"during",342,1,"1",29,5,29,11.1333333333333,0.266666666666667,11.4,2019-04-09,6
"5938",7,"B4H0471",665.366899998983,2019-04-08 19:39:34,2019-04-09 06:44:55,1.014,1,27,1,1,-1,2019-04-09 06:15:00,2019-04-09 07:13:59,NA,-40,7,0,1,0,1,NA,7,1,"1",1,0,1,0.233333333333333,0,0.233333333333333,2019-04-09,6
"5939",7,"B4H0471",665.366899998983,2019-04-08 19:39:34,2019-04-09 06:44:55,1.014,1,27,1,1,-1,2019-04-09 06:15:00,2019-04-09 07:13:59,"after",-40,41,12,1,1,29,"after",53,1,"1",11,5,13,1.36666666666667,0.4,1.76666666666667,2019-04-09,6
"5940",7,"B4H0471",8.39718333482742,2019-04-09 09:19:30,2019-04-09 09:27:51,2.831,0,28,1,1,-1,2019-04-09 09:12:00,2019-04-09 09:35:59,"before",-40,25,15,1,1,7,"before",40,1,"1",4,3,5,2.97718877904121,1.78631326742472,4.76350204646593,2019-04-09,9
"5941",7,"B4H0471",8.39718333482742,2019-04-09 09:19:30,2019-04-09 09:27:51,2.831,0,28,1,1,-1,2019-04-09 09:12:00,2019-04-09 09:35:59,NA,-40,5,5,1,1,2,NA,10,1,"1",1,1,1,0.595437755808241,0.595437755808241,1.19087551161648,2019-04-09,9
"5942",7,"B4H0471",8.39718333482742,2019-04-09 09:19:30,2019-04-09 09:27:51,2.831,0,28,1,1,-1,2019-04-09 09:12:00,2019-04-09 09:35:59,"during",-40,28,6,1,1,7,"during",34,1,"1",5,2,5,3.33445143252615,0.714525306969889,4.04897673949604,2019-04-09,9
"5943",7,"B4H0471",8.39718333482742,2019-04-09 09:19:30,2019-04-09 09:27:51,2.831,0,28,1,1,-1,2019-04-09 09:12:00,2019-04-09 09:35:59,"after",-40,57,12,1,1,8,"after",69,1,"1",6,5,8,6.78799041621395,1.42905061393978,8.21704103015373,2019-04-09,9
"5944",7,"B4H0471",685.767800001303,2019-04-09 19:33:48,2019-04-10 06:59:33,1.068,-1,1012,0,1,-1,2019-04-09 19:19:00,2019-04-09 19:47:59,"before",-40,1,1,1,1,14,"before",2,1,"1",1,1,2,0.0333333333333333,0.0333333333333333,0.0666666666666667,2019-04-10,6
"5945",7,"B4H0471",685.767800001303,2019-04-09 19:33:48,2019-04-10 06:59:33,1.068,-1,1012,0,1,-1,2019-04-09 19:19:00,2019-04-09 19:47:59,NA,-40,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-10,6
"5946",7,"B4H0471",685.767800001303,2019-04-09 19:33:48,2019-04-10 06:59:33,1.068,-1,1012,0,1,-1,2019-04-09 19:19:00,2019-04-09 19:47:59,"during",-40,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-10,6
"5947",14,"B4P9322",663.00556666851,2019-04-03 19:44:37,2019-04-04 06:47:35,2.334,-1,1037,1,1,-2,2019-04-03 19:30:00,2019-04-03 19:58:59,"before",-40,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-04,6
"5948",14,"B4P9322",663.00556666851,2019-04-03 19:44:37,2019-04-04 06:47:35,2.334,-1,1037,1,1,-2,2019-04-03 19:30:00,2019-04-03 19:58:59,NA,-40,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-04,6
"5949",14,"B4P9322",663.00556666851,2019-04-03 19:44:37,2019-04-04 06:47:35,2.334,-1,1037,1,1,-2,2019-04-03 19:30:00,2019-04-03 19:58:59,"during",-40,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-04,6
"5950",14,"B4P9322",678.516066666444,2019-04-08 19:40:07,2019-04-09 06:58:34,3.964,-1,1038,1,1,3,2019-04-08 19:26:00,2019-04-08 19:54:59,"before",-40,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-09,6
"5951",14,"B4P9322",678.516066666444,2019-04-08 19:40:07,2019-04-09 06:58:34,3.964,-1,1038,1,1,3,2019-04-08 19:26:00,2019-04-08 19:54:59,NA,-40,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-09,6
"5952",14,"B4P9322",678.516066666444,2019-04-08 19:40:07,2019-04-09 06:58:34,3.964,-1,1038,1,1,3,2019-04-08 19:26:00,2019-04-08 19:54:59,"during",-40,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-09,6
"5953",18,"B4P9324",688.571866667271,2019-04-11 19:24:03,2019-04-12 06:52:33,4.312,1,94,1,-1,0,2019-04-12 06:23:00,2019-04-12 07:21:59,"during",-40,150,12,1,1,29,"during",162,1,"1",19,5,23,5,0.4,5.4,2019-04-12,6
"5954",18,"B4P9324",688.571866667271,2019-04-11 19:24:03,2019-04-12 06:52:33,4.312,1,94,1,-1,0,2019-04-12 06:23:00,2019-04-12 07:21:59,NA,-40,0,1,0,1,1,NA,1,1,"0",0,1,1,0,0.0333333333333333,0.0333333333333333,2019-04-12,6
"5955",18,"B4P9324",688.571866667271,2019-04-11 19:24:03,2019-04-12 06:52:33,4.312,1,94,1,-1,0,2019-04-12 06:23:00,2019-04-12 07:21:59,"after",-40,36,4,1,1,29,"after",40,1,"1",8,3,10,1.2,0.133333333333333,1.33333333333333,2019-04-12,6
"5956",18,"B4P9324",22.8681499997775,2019-04-12 07:28:32,2019-04-12 07:51:21,3.089,0,95,1,-1,0,2019-04-12 07:06:00,2019-04-12 08:13:59,"before",-40,4,10,1,1,22,"before",14,1,"1",4,6,7,0.174915767127595,0.437289417818988,0.612205184946584,2019-04-12,7
"5957",18,"B4P9324",22.8681499997775,2019-04-12 07:28:32,2019-04-12 07:51:21,3.089,0,95,1,-1,0,2019-04-12 07:06:00,2019-04-12 08:13:59,NA,-40,0,1,0,1,2,NA,1,1,"0",0,1,1,0,0.0437289417818988,0.0437289417818988,2019-04-12,7
