"box","ID","time_inside_min","in_","out_","out_duration","sleep","counter","direction_reliable","overlap","rel_day","start","end","type","DB","no_song","no_calls","noYN","noCallsYN","N","f_type","no_vocs","noVocsYN","f_noYN","no_mins_song","no_mins_calls","no_mins_vocs","song_per_time","calls_per_time","vocs_per_time","date_","hour_of_out"
"589",165,"B4P9991",740.647033333778,2019-04-27 18:16:05,2019-04-28 06:36:40,3.822,-1,1071,1,1,5,2019-04-27 18:02:00,2019-04-27 18:30:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-28,6
"590",165,"B4P9991",740.647033333778,2019-04-27 18:16:05,2019-04-28 06:36:40,3.822,-1,1071,1,1,5,2019-04-27 18:02:00,2019-04-27 18:30:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-28,6
"591",168,"B4X1795",649.521933333079,2019-04-11 19:32:15,2019-04-12 06:21:41,5.316,-1,1120,1,1,-4,2019-04-11 19:18:00,2019-04-11 19:46:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-12,6
"592",168,"B4X1795",649.521933333079,2019-04-11 19:32:15,2019-04-12 06:21:41,5.316,-1,1120,1,1,-4,2019-04-11 19:18:00,2019-04-11 19:46:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-12,6
"593",168,"B4X1795",649.521933333079,2019-04-11 19:32:15,2019-04-12 06:21:41,5.316,-1,1120,1,1,-4,2019-04-11 19:18:00,2019-04-11 19:46:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-12,6
"594",168,"B4X1795",655.288650000095,2019-04-17 19:40:02,2019-04-18 06:35:15,4.319,-1,1121,1,1,2,2019-04-17 19:26:00,2019-04-17 19:54:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-18,6
"595",168,"B4X1795",655.288650000095,2019-04-17 19:40:02,2019-04-18 06:35:15,4.319,-1,1121,1,1,2,2019-04-17 19:26:00,2019-04-17 19:54:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-18,6
"596",168,"B4X1795",655.288650000095,2019-04-17 19:40:02,2019-04-18 06:35:15,4.319,-1,1121,1,1,2,2019-04-17 19:26:00,2019-04-17 19:54:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-18,6
"597",168,"B4X1795",654.435199999809,2019-04-18 19:38:19,2019-04-19 06:32:41,4.112,-1,1122,1,1,3,2019-04-18 19:24:00,2019-04-18 19:52:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-19,6
"598",168,"B4X1795",654.435199999809,2019-04-18 19:38:19,2019-04-19 06:32:41,4.112,-1,1122,1,1,3,2019-04-18 19:24:00,2019-04-18 19:52:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-19,6
"599",168,"B4X1795",654.435199999809,2019-04-18 19:38:19,2019-04-19 06:32:41,4.112,-1,1122,1,1,3,2019-04-18 19:24:00,2019-04-18 19:52:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-19,6
"600",172,"B4X1861",631.748133333524,2019-04-12 19:49:24,2019-04-13 06:21:05,3.888,1,328,1,1,-3,2019-04-13 05:52:00,2019-04-13 06:50:59,"during",-30,172,32,1,1,29,"during",204,1,"1",16,5,17,5.73333333333333,1.06666666666667,6.8,2019-04-13,6
"601",172,"B4X1861",631.748133333524,2019-04-12 19:49:24,2019-04-13 06:21:05,3.888,1,328,1,1,-3,2019-04-13 05:52:00,2019-04-13 06:50:59,NA,-30,0,1,0,1,1,NA,1,1,"0",0,1,1,0,0.0333333333333333,0.0333333333333333,2019-04-13,6
"602",172,"B4X1861",631.748133333524,2019-04-12 19:49:24,2019-04-13 06:21:05,3.888,1,328,1,1,-3,2019-04-13 05:52:00,2019-04-13 06:50:59,"after",-30,22,1,1,1,29,"after",23,1,"1",8,1,9,0.733333333333333,0.0333333333333333,0.766666666666667,2019-04-13,6
"603",172,"B4X1861",5.43801666498184,2019-04-13 09:48:01,2019-04-13 09:53:24,3.281,0,329,1,1,-3,2019-04-13 09:43:00,2019-04-13 09:57:59,"before",-30,0,2,0,1,5,"before",2,1,"0",0,2,2,0,0.367781145813513,0.367781145813513,2019-04-13,9
"604",172,"B4X1861",5.43801666498184,2019-04-13 09:48:01,2019-04-13 09:53:24,3.281,0,329,1,1,-3,2019-04-13 09:43:00,2019-04-13 09:57:59,NA,-30,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-13,9
"605",172,"B4X1861",5.43801666498184,2019-04-13 09:48:01,2019-04-13 09:53:24,3.281,0,329,1,1,-3,2019-04-13 09:43:00,2019-04-13 09:57:59,"during",-30,0,0,0,0,4,"during",0,0,"0",0,0,0,0,0,0,2019-04-13,9
"606",172,"B4X1861",5.43801666498184,2019-04-13 09:48:01,2019-04-13 09:53:24,3.281,0,329,1,1,-3,2019-04-13 09:43:00,2019-04-13 09:57:59,"after",-30,0,0,0,0,4,"after",0,0,"0",0,0,0,0,0,0,2019-04-13,9
"607",172,"B4X1861",887.62740000089,2019-04-14 19:13:45,2019-04-15 10:01:20,2.644,1,330,0,1,-1,2019-04-15 09:32:00,2019-04-15 10:30:59,"during",-30,6,1,1,1,29,"during",7,1,"1",3,1,4,0.2,0.0333333333333333,0.233333333333333,2019-04-15,10
"608",172,"B4X1861",887.62740000089,2019-04-14 19:13:45,2019-04-15 10:01:20,2.644,1,330,0,1,-1,2019-04-15 09:32:00,2019-04-15 10:30:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-15,10
"609",172,"B4X1861",887.62740000089,2019-04-14 19:13:45,2019-04-15 10:01:20,2.644,1,330,0,1,-1,2019-04-15 09:32:00,2019-04-15 10:30:59,"after",-30,22,1,1,1,29,"after",23,1,"1",4,1,5,0.733333333333333,0.0333333333333333,0.766666666666667,2019-04-15,10
"610",172,"B4X1861",17.8538499991099,2019-04-15 11:39:29,2019-04-15 11:57:18,2.231,0,331,1,1,-1,2019-04-15 11:22:00,2019-04-15 12:14:59,"before",-30,0,0,0,0,17,"before",0,0,"0",0,0,0,0,0,0,2019-04-15,11
"611",172,"B4X1861",17.8538499991099,2019-04-15 11:39:29,2019-04-15 11:57:18,2.231,0,331,1,1,-1,2019-04-15 11:22:00,2019-04-15 12:14:59,NA,-30,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-15,11
"612",172,"B4X1861",17.8538499991099,2019-04-15 11:39:29,2019-04-15 11:57:18,2.231,0,331,1,1,-1,2019-04-15 11:22:00,2019-04-15 12:14:59,"during",-30,1,1,1,1,17,"during",2,1,"1",1,1,2,0.0560103283073317,0.0560103283073317,0.112020656614663,2019-04-15,11
"613",172,"B4X1861",17.8538499991099,2019-04-15 11:39:29,2019-04-15 11:57:18,2.231,0,331,1,1,-1,2019-04-15 11:22:00,2019-04-15 12:14:59,"after",-30,0,0,0,0,17,"after",0,0,"0",0,0,0,0,0,0,2019-04-15,11
"614",172,"B4X1861",649.366000000636,2019-04-17 20:04:38,2019-04-18 06:53:57,2.96,-1,1132,1,1,1,2019-04-17 19:50:00,2019-04-17 20:18:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-18,6
"615",172,"B4X1861",649.366000000636,2019-04-17 20:04:38,2019-04-18 06:53:57,2.96,-1,1132,1,1,1,2019-04-17 19:50:00,2019-04-17 20:18:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-18,6
"616",172,"B4X1861",649.366000000636,2019-04-17 20:04:38,2019-04-18 06:53:57,2.96,-1,1132,1,1,1,2019-04-17 19:50:00,2019-04-17 20:18:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-18,6
"617",172,"B4X1861",631.685083333651,2019-04-21 19:58:34,2019-04-22 06:30:13,2.105,-1,1133,0,1,5,2019-04-21 19:44:00,2019-04-21 20:12:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-22,6
"618",172,"B4X1861",631.685083333651,2019-04-21 19:58:34,2019-04-22 06:30:13,2.105,-1,1133,0,1,5,2019-04-21 19:44:00,2019-04-21 20:12:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-22,6
"619",172,"B4X1861",631.685083333651,2019-04-21 19:58:34,2019-04-22 06:30:13,2.105,-1,1133,0,1,5,2019-04-21 19:44:00,2019-04-21 20:12:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-22,6
"620",174,"B4X1865",607.004949998856,2019-04-16 20:06:27,2019-04-17 06:13:21,6.297,-1,1138,1,1,-3,2019-04-16 19:52:00,2019-04-16 20:20:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-17,6
"621",174,"B4X1865",607.004949998856,2019-04-16 20:06:27,2019-04-17 06:13:21,6.297,-1,1138,1,1,-3,2019-04-16 19:52:00,2019-04-16 20:20:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-17,6
"622",174,"B4X1865",607.004949998856,2019-04-16 20:06:27,2019-04-17 06:13:21,6.297,-1,1138,1,1,-3,2019-04-16 19:52:00,2019-04-16 20:20:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-17,6
"623",174,"B4X1865",607.004949998856,2019-04-16 20:06:27,2019-04-17 06:13:21,6.297,1,364,1,1,-2,2019-04-17 05:44:00,2019-04-17 06:42:59,"during",-30,166,27,1,1,29,"during",193,1,"1",22,8,23,5.53333333333333,0.9,6.43333333333333,2019-04-17,6
"624",174,"B4X1865",607.004949998856,2019-04-16 20:06:27,2019-04-17 06:13:21,6.297,1,364,1,1,-2,2019-04-17 05:44:00,2019-04-17 06:42:59,NA,-30,6,0,1,0,1,NA,6,1,"1",1,0,1,0.2,0,0.2,2019-04-17,6
"625",174,"B4X1865",607.004949998856,2019-04-16 20:06:27,2019-04-17 06:13:21,6.297,1,364,1,1,-2,2019-04-17 05:44:00,2019-04-17 06:42:59,"after",-30,3,0,1,0,29,"after",3,1,"1",2,0,2,0.1,0,0.1,2019-04-17,6
"626",174,"B4X1865",2.65431666771571,2019-04-17 07:30:37,2019-04-17 07:33:14,2.259,0,365,1,1,-2,2019-04-17 07:28:00,2019-04-17 07:34:59,"before",-30,0,0,0,0,2,"before",0,0,"0",0,0,0,0,0,0,2019-04-17,7
"627",174,"B4X1865",2.65431666771571,2019-04-17 07:30:37,2019-04-17 07:33:14,2.259,0,365,1,1,-2,2019-04-17 07:28:00,2019-04-17 07:34:59,NA,-30,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-17,7
"628",174,"B4X1865",2.65431666771571,2019-04-17 07:30:37,2019-04-17 07:33:14,2.259,0,365,1,1,-2,2019-04-17 07:28:00,2019-04-17 07:34:59,"during",-30,0,0,0,0,2,"during",0,0,"0",0,0,0,0,0,0,2019-04-17,7
"629",174,"B4X1865",2.65431666771571,2019-04-17 07:30:37,2019-04-17 07:33:14,2.259,0,365,1,1,-2,2019-04-17 07:28:00,2019-04-17 07:34:59,"after",-30,0,0,0,0,1,"after",0,0,"0",0,0,0,0,0,0,2019-04-17,7
"630",174,"B4X1865",611.650999999046,2019-04-18 19:51:57,2019-04-19 06:03:33,3.06,-1,1139,1,1,-1,2019-04-18 19:37:00,2019-04-18 20:05:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-19,6
"631",174,"B4X1865",611.650999999046,2019-04-18 19:51:57,2019-04-19 06:03:33,3.06,-1,1139,1,1,-1,2019-04-18 19:37:00,2019-04-18 20:05:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-19,6
"632",174,"B4X1865",611.650999999046,2019-04-18 19:51:57,2019-04-19 06:03:33,3.06,-1,1139,1,1,-1,2019-04-18 19:37:00,2019-04-18 20:05:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-19,6
"633",174,"B4X1865",611.650999999046,2019-04-18 19:51:57,2019-04-19 06:03:33,3.06,1,366,1,-1,0,2019-04-19 05:34:00,2019-04-19 06:32:59,"during",-30,224,46,1,1,29,"during",270,1,"1",22,5,23,7.46666666666667,1.53333333333333,9,2019-04-19,6
"634",174,"B4X1865",611.650999999046,2019-04-18 19:51:57,2019-04-19 06:03:33,3.06,1,366,1,-1,0,2019-04-19 05:34:00,2019-04-19 06:32:59,NA,-30,1,2,1,1,1,NA,3,1,"1",1,1,1,0.0333333333333333,0.0666666666666667,0.1,2019-04-19,6
"635",174,"B4X1865",611.650999999046,2019-04-18 19:51:57,2019-04-19 06:03:33,3.06,1,366,1,-1,0,2019-04-19 05:34:00,2019-04-19 06:32:59,"after",-30,209,2,1,1,29,"after",211,1,"1",12,2,13,6.96666666666667,0.0666666666666667,7.03333333333333,2019-04-19,6
"636",174,"B4X1865",25.7279500007629,2019-04-19 06:25:09,2019-04-19 06:50:47,5.677,0,367,1,-1,0,2019-04-19 06:00:00,2019-04-19 07:15:59,"before",-30,226,33,1,1,25,"before",259,1,"1",14,3,15,8.78422105116414,1.28265174640892,10.0668727975731,2019-04-19,6
"637",174,"B4X1865",25.7279500007629,2019-04-19 06:25:09,2019-04-19 06:50:47,5.677,0,367,1,-1,0,2019-04-19 06:00:00,2019-04-19 07:15:59,NA,-30,11,0,1,0,2,NA,11,1,"1",1,0,1,0.427550582136308,0,0.427550582136308,2019-04-19,6
"638",174,"B4X1865",25.7279500007629,2019-04-19 06:25:09,2019-04-19 06:50:47,5.677,0,367,1,-1,0,2019-04-19 06:00:00,2019-04-19 07:15:59,"during",-30,46,21,1,1,24,"during",67,1,"1",10,8,15,1.78793879802456,0.816232929532951,2.60417172755751,2019-04-19,6
"639",174,"B4X1865",25.7279500007629,2019-04-19 06:25:09,2019-04-19 06:50:47,5.677,0,367,1,-1,0,2019-04-19 06:00:00,2019-04-19 07:15:59,"after",-30,9,4,1,1,25,"after",13,1,"1",3,3,6,0.349814112656979,0.155472938958657,0.505287051615637,2019-04-19,6
"640",174,"B4X1865",611.558399999142,2019-04-20 19:50:32,2019-04-21 06:02:00,5.504,1,368,1,1,2,2019-04-21 05:33:00,2019-04-21 06:31:59,"during",-30,170,13,1,1,29,"during",183,1,"1",21,3,21,5.66666666666667,0.433333333333333,6.1,2019-04-21,6
"641",174,"B4X1865",611.558399999142,2019-04-20 19:50:32,2019-04-21 06:02:00,5.504,1,368,1,1,2,2019-04-21 05:33:00,2019-04-21 06:31:59,NA,-30,9,0,1,0,1,NA,9,1,"1",1,0,1,0.3,0,0.3,2019-04-21,6
"642",174,"B4X1865",611.558399999142,2019-04-20 19:50:32,2019-04-21 06:02:00,5.504,1,368,1,1,2,2019-04-21 05:33:00,2019-04-21 06:31:59,"after",-30,6,1,1,1,29,"after",7,1,"1",3,1,3,0.2,0.0333333333333333,0.233333333333333,2019-04-21,6
"643",174,"B4X1865",2.22249999841054,2019-04-21 19:15:24,2019-04-21 19:17:31,6.35,0,369,1,1,2,2019-04-21 19:14:00,2019-04-21 19:18:59,"before",-30,0,0,0,0,1,"before",0,0,"0",0,0,0,0,0,0,2019-04-21,19
"644",174,"B4X1865",2.22249999841054,2019-04-21 19:15:24,2019-04-21 19:17:31,6.35,0,369,1,1,2,2019-04-21 19:14:00,2019-04-21 19:18:59,NA,-30,0,1,0,1,2,NA,1,1,"0",0,1,1,0,0.449943757352156,0.449943757352156,2019-04-21,19
"645",174,"B4X1865",2.22249999841054,2019-04-21 19:15:24,2019-04-21 19:17:31,6.35,0,369,1,1,2,2019-04-21 19:14:00,2019-04-21 19:18:59,"during",-30,0,0,0,0,1,"during",0,0,"0",0,0,0,0,0,0,2019-04-21,19
"646",174,"B4X1865",2.22249999841054,2019-04-21 19:15:24,2019-04-21 19:17:31,6.35,0,369,1,1,2,2019-04-21 19:14:00,2019-04-21 19:18:59,"after",-30,0,0,0,0,1,"after",0,0,"0",0,0,0,0,0,0,2019-04-21,19
"647",174,"B4X1865",616.796116665999,2019-04-21 19:41:37,2019-04-22 05:58:19,5.767,-1,1140,1,1,2,2019-04-21 19:27:00,2019-04-21 19:55:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-22,5
"648",174,"B4X1865",616.796116665999,2019-04-21 19:41:37,2019-04-22 05:58:19,5.767,-1,1140,1,1,2,2019-04-21 19:27:00,2019-04-21 19:55:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-22,5
"649",174,"B4X1865",616.796116665999,2019-04-21 19:41:37,2019-04-22 05:58:19,5.767,-1,1140,1,1,2,2019-04-21 19:27:00,2019-04-21 19:55:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-22,5
"650",174,"B4X1865",616.796116665999,2019-04-21 19:41:37,2019-04-22 05:58:19,5.767,1,370,1,-1,3,2019-04-22 05:29:00,2019-04-22 06:27:59,"during",-30,205,3,1,1,29,"during",208,1,"1",20,2,21,6.83333333333333,0.1,6.93333333333333,2019-04-22,5
"651",174,"B4X1865",616.796116665999,2019-04-21 19:41:37,2019-04-22 05:58:19,5.767,1,370,1,-1,3,2019-04-22 05:29:00,2019-04-22 06:27:59,NA,-30,37,0,1,0,1,NA,37,1,"1",1,0,1,1.23333333333333,0,1.23333333333333,2019-04-22,5
"652",174,"B4X1865",616.796116665999,2019-04-21 19:41:37,2019-04-22 05:58:19,5.767,1,370,1,-1,3,2019-04-22 05:29:00,2019-04-22 06:27:59,"after",-30,13,1,1,1,29,"after",14,1,"1",4,1,5,0.433333333333333,0.0333333333333333,0.466666666666667,2019-04-22,5
"653",174,"B4X1865",22.6476333340009,2019-04-22 06:14:03,2019-04-22 06:36:39,2.858,0,371,1,-1,3,2019-04-22 05:52:00,2019-04-22 06:58:59,"before",-30,139,1,1,1,22,"before",140,1,"1",9,1,10,6.1375066414255,0.0441547240390324,6.18166136546453,2019-04-22,6
"654",174,"B4X1865",22.6476333340009,2019-04-22 06:14:03,2019-04-22 06:36:39,2.858,0,371,1,-1,3,2019-04-22 05:52:00,2019-04-22 06:58:59,NA,-30,1,0,1,0,2,NA,1,1,"1",1,0,1,0.0441547240390324,0,0.0441547240390324,2019-04-22,6
"655",174,"B4X1865",22.6476333340009,2019-04-22 06:14:03,2019-04-22 06:36:39,2.858,0,371,1,-1,3,2019-04-22 05:52:00,2019-04-22 06:58:59,"during",-30,1,5,1,1,21,"during",6,1,"1",1,3,4,0.0441547240390324,0.220773620195162,0.264928344234194,2019-04-22,6
"656",174,"B4X1865",22.6476333340009,2019-04-22 06:14:03,2019-04-22 06:36:39,2.858,0,371,1,-1,3,2019-04-22 05:52:00,2019-04-22 06:58:59,"after",-30,0,0,0,0,22,"after",0,0,"0",0,0,0,0,0,0,2019-04-22,6
"657",174,"B4X1865",14.0296500007312,2019-04-22 07:49:42,2019-04-22 08:03:38,5.779,0,372,1,1,3,2019-04-22 07:36:00,2019-04-22 08:16:59,"before",-30,0,0,0,0,13,"before",0,0,"0",0,0,0,0,0,0,2019-04-22,8
"658",174,"B4X1865",14.0296500007312,2019-04-22 07:49:42,2019-04-22 08:03:38,5.779,0,372,1,1,3,2019-04-22 07:36:00,2019-04-22 08:16:59,NA,-30,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-22,8
"659",174,"B4X1865",14.0296500007312,2019-04-22 07:49:42,2019-04-22 08:03:38,5.779,0,372,1,1,3,2019-04-22 07:36:00,2019-04-22 08:16:59,"during",-30,7,1,1,1,13,"during",8,1,"1",3,1,4,0.498943309322412,0.0712776156174874,0.570220924939899,2019-04-22,8
"660",174,"B4X1865",14.0296500007312,2019-04-22 07:49:42,2019-04-22 08:03:38,5.779,0,372,1,1,3,2019-04-22 07:36:00,2019-04-22 08:16:59,"after",-30,0,0,0,0,13,"after",0,0,"0",0,0,0,0,0,0,2019-04-22,8
"661",174,"B4X1865",693.684599999587,2019-04-23 18:43:35,2019-04-24 06:17:15,1.076,-1,1141,0,1,4,2019-04-23 18:29:00,2019-04-23 18:57:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-24,6
"662",174,"B4X1865",693.684599999587,2019-04-23 18:43:35,2019-04-24 06:17:15,1.076,-1,1141,0,1,4,2019-04-23 18:29:00,2019-04-23 18:57:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-24,6
"663",174,"B4X1865",693.684599999587,2019-04-23 18:43:35,2019-04-24 06:17:15,1.076,-1,1141,0,1,4,2019-04-23 18:29:00,2019-04-23 18:57:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-24,6
"664",174,"B4X1865",693.684599999587,2019-04-23 18:43:35,2019-04-24 06:17:15,1.076,1,373,0,1,5,2019-04-24 05:48:00,2019-04-24 06:46:59,"during",-30,122,24,1,1,29,"during",146,1,"1",18,6,19,4.06666666666667,0.8,4.86666666666667,2019-04-24,6
"665",174,"B4X1865",693.684599999587,2019-04-23 18:43:35,2019-04-24 06:17:15,1.076,1,373,0,1,5,2019-04-24 05:48:00,2019-04-24 06:46:59,NA,-30,2,1,1,1,1,NA,3,1,"1",1,1,1,0.0666666666666667,0.0333333333333333,0.1,2019-04-24,6
"666",174,"B4X1865",693.684599999587,2019-04-23 18:43:35,2019-04-24 06:17:15,1.076,1,373,0,1,5,2019-04-24 05:48:00,2019-04-24 06:46:59,"after",-30,3,7,1,1,29,"after",10,1,"1",2,3,5,0.1,0.233333333333333,0.333333333333333,2019-04-24,6
"667",174,"B4X1865",9.18088333209356,2019-04-24 09:43:58,2019-04-24 09:53:04,4.853,0,374,0,1,5,2019-04-24 09:35:00,2019-04-24 10:01:59,"before",-30,0,0,0,0,8,"before",0,0,"0",0,0,0,0,0,0,2019-04-24,9
"668",174,"B4X1865",9.18088333209356,2019-04-24 09:43:58,2019-04-24 09:53:04,4.853,0,374,0,1,5,2019-04-24 09:35:00,2019-04-24 10:01:59,NA,-30,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-24,9
"669",174,"B4X1865",9.18088333209356,2019-04-24 09:43:58,2019-04-24 09:53:04,4.853,0,374,0,1,5,2019-04-24 09:35:00,2019-04-24 10:01:59,"during",-30,0,7,0,1,9,"during",7,1,"0",0,4,4,0,0.762453867105591,0.762453867105591,2019-04-24,9
"670",174,"B4X1865",9.18088333209356,2019-04-24 09:43:58,2019-04-24 09:53:04,4.853,0,374,0,1,5,2019-04-24 09:35:00,2019-04-24 10:01:59,"after",-30,1,0,1,0,8,"after",1,1,"1",1,0,1,0.108921981015084,0,0.108921981015084,2019-04-24,9
"671",175,"B4P9973",893.442700000604,2019-04-12 17:58:52,2019-04-13 08:52:17,1.562,1,148,1,1,-5,2019-04-13 08:23:00,2019-04-13 09:21:59,"during",-30,0,0,0,0,29,"during",0,0,"0",0,0,0,0,0,0,2019-04-13,8
"672",175,"B4P9973",893.442700000604,2019-04-12 17:58:52,2019-04-13 08:52:17,1.562,1,148,1,1,-5,2019-04-13 08:23:00,2019-04-13 09:21:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-13,8
"673",175,"B4P9973",893.442700000604,2019-04-12 17:58:52,2019-04-13 08:52:17,1.562,1,148,1,1,-5,2019-04-13 08:23:00,2019-04-13 09:21:59,"after",-30,0,10,0,1,29,"after",10,1,"0",0,5,5,0,0.333333333333333,0.333333333333333,2019-04-13,8
"674",175,"B4P9973",16.5942666649818,2019-04-13 11:59:24,2019-04-13 12:15:57,2.656,0,149,1,1,-5,2019-04-13 11:43:00,2019-04-13 12:31:59,"before",-30,0,0,0,0,16,"before",0,0,"0",0,0,0,0,0,0,2019-04-13,12
"675",175,"B4P9973",16.5942666649818,2019-04-13 11:59:24,2019-04-13 12:15:57,2.656,0,149,1,1,-5,2019-04-13 11:43:00,2019-04-13 12:31:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-13,12
"676",175,"B4P9973",16.5942666649818,2019-04-13 11:59:24,2019-04-13 12:15:57,2.656,0,149,1,1,-5,2019-04-13 11:43:00,2019-04-13 12:31:59,"during",-30,18,0,1,0,16,"during",18,1,"1",4,0,4,1.08471198898983,0,1.08471198898983,2019-04-13,12
"677",175,"B4P9973",16.5942666649818,2019-04-13 11:59:24,2019-04-13 12:15:57,2.656,0,149,1,1,-5,2019-04-13 11:43:00,2019-04-13 12:31:59,"after",-30,0,0,0,0,16,"after",0,0,"0",0,0,0,0,0,0,2019-04-13,12
"678",175,"B4P9973",651.770183332761,2019-04-14 19:40:23,2019-04-15 06:32:03,6.211,-1,1057,1,1,-4,2019-04-14 19:26:00,2019-04-14 19:54:59,"before",-30,0,0,0,0,14,"before",0,0,"0",0,0,0,0,0,0,2019-04-15,6
"679",175,"B4P9973",651.770183332761,2019-04-14 19:40:23,2019-04-15 06:32:03,6.211,-1,1057,1,1,-4,2019-04-14 19:26:00,2019-04-14 19:54:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-15,6
"680",175,"B4P9973",651.770183332761,2019-04-14 19:40:23,2019-04-15 06:32:03,6.211,-1,1057,1,1,-4,2019-04-14 19:26:00,2019-04-14 19:54:59,"during",-30,0,0,0,0,14,"during",0,0,"0",0,0,0,0,0,0,2019-04-15,6
"681",175,"B4P9973",651.770183332761,2019-04-14 19:40:23,2019-04-15 06:32:03,6.211,1,150,1,1,-3,2019-04-15 06:03:00,2019-04-15 07:01:59,"during",-30,78,30,1,1,29,"during",108,1,"1",12,2,13,2.6,1,3.6,2019-04-15,6
"682",175,"B4P9973",651.770183332761,2019-04-14 19:40:23,2019-04-15 06:32:03,6.211,1,150,1,1,-3,2019-04-15 06:03:00,2019-04-15 07:01:59,NA,-30,0,0,0,0,1,NA,0,0,"0",0,0,0,0,0,0,2019-04-15,6
"683",175,"B4P9973",651.770183332761,2019-04-14 19:40:23,2019-04-15 06:32:03,6.211,1,150,1,1,-3,2019-04-15 06:03:00,2019-04-15 07:01:59,"after",-30,0,3,0,1,29,"after",3,1,"0",0,3,3,0,0.1,0.1,2019-04-15,6
"684",175,"B4P9973",5.77731666564941,2019-04-15 07:43:17,2019-04-15 07:49:02,1.639,0,151,1,1,-3,2019-04-15 07:38:00,2019-04-15 07:53:59,"before",-30,0,0,0,0,5,"before",0,0,"0",0,0,0,0,0,0,2019-04-15,7
"685",175,"B4P9973",5.77731666564941,2019-04-15 07:43:17,2019-04-15 07:49:02,1.639,0,151,1,1,-3,2019-04-15 07:38:00,2019-04-15 07:53:59,NA,-30,0,0,0,0,2,NA,0,0,"0",0,0,0,0,0,0,2019-04-15,7
"686",175,"B4P9973",5.77731666564941,2019-04-15 07:43:17,2019-04-15 07:49:02,1.639,0,151,1,1,-3,2019-04-15 07:38:00,2019-04-15 07:53:59,"during",-30,0,0,0,0,5,"during",0,0,"0",0,0,0,0,0,0,2019-04-15,7
"687",175,"B4P9973",5.77731666564941,2019-04-15 07:43:17,2019-04-15 07:49:02,1.639,0,151,1,1,-3,2019-04-15 07:38:00,2019-04-15 07:53:59,"after",-30,0,0,0,0,4,"after",0,0,"0",0,0,0,0,0,0,2019-04-15,7
